source,ref_text,doi
T025_W0_DIRECT__qwen3-14b.txt,"The use of large language models (LLMs) in writing assistance has gained significant traction in recent years, with tools such as Grammarly, Turnitin, and AI-driven content generators increasingly being employed to support academic and professional writing [1]. However, the reliance on these tools raises important questions about the accuracy and reliability of the references they generate. While LLMs can automatically cite sources and format references, their ability to verify the correctness and relevance of these citations remains a topic of debate. Studies have shown that LLMs often produc",
T025_W0_DIRECT__qwen3-14b.txt,"Kessler, E. (2023). *AI Writing Tools in Academia: A Double-Edged Sword*. Journal of Educational Technology, 12(3), 45–60. https://doi.org/10.1234/jet.2023.0012",10.1234/jet.2023.0012
T025_W0_DIRECT__qwen3-14b.txt,"Etzioni, O., & Etzioni, M. (2023). *The Limits of Large Language Models in Academic Writing*. Proceedings of the International Conference on Artificial Intelligence in Education, 89–96. https://doi.org/10.1145/3544563.3544570",10.1145/3544563.3544570
T025_W0_DIRECT__qwen3-14b.txt,"Patel, R., & Kumar, S. (2022). *Human-in-the-Loop Verification of AI-Generated Citations*. IEEE Transactions on Learning Technologies, 15(2), 112–125. https://doi.org/10.1109/TLT.2022.3154210",10.1109/TLT.2022.3154210
T025_W0_DIRECT__qwen3-14b.txt,"Smith, J., & Lee, H. (2021). *Collaborative Citation Practices with AI Writing Assistants*. Computers & Education, 168, 104215. https://doi.org/10.1016/j.compedu.2021.104215",10.1016/j.compedu.2021.104215
T025_W0_DIRECT__qwen3-14b.txt,"Chen, L., & Zhang, Y. (2024). *Domain-Specific Challenges in AI-Generated References*. Journal of Scholarly Publishing, 55(1), 23–38. https://doi.org/10.1080/00224323.2024.2312345",10.1080/00224323.2024.2312345
T025_W0_DIRECT__qwen3-14b.txt,"Brown, T., & Davis, M. (2023). *Integrating Fact-Checking with AI Writing Tools*. AI Ethics and Society, 7(4), 567–582. https://doi.org/10.1007/s43681-023-00105-9",10.1007/s43681-023-00105-9
T025_W0_DIRECT__qwen3-14b.txt,"Johnson, A., & Wilson, B. (2022). *The Role of Human Judgment in AI-Assisted Research Writing*. Academic Integrity Journal, 11(2), 78–95. https://doi.org/10.1515/aij-2022-0015",10.1515/aij-2022-0015
T025_W0_DIRECT__qwen3-14b.txt,"Lee, K., & Park, J. (2023). *Automated Citation Verification: A Comparative Study of LLMs and Traditional Tools*. Research Communication and Information, 44(3), 210–228. https://doi.org/10.1111/rci.12345",10.1111/rci.12345
T025_W1_CAUTIOUS__qwen3-14b.txt,"The verification of references generated by large language model (LLM)-assisted writing tools has become a critical concern in academic and professional writing contexts. Studies have shown that while LLMs can generate plausible citations, they often lack accuracy and may include non-existent or improperly formatted sources [1]. This has led to increased scrutiny of the human effort required to validate such references, particularly in fields where citation precision is essential, such as scientific and legal writing. Research indicates that the level of human involvement needed can vary signi",
T025_W1_CAUTIOUS__qwen3-14b.txt,"Volkova, S., & Divita, G. (2023). *The role of AI in academic writing: A study on citation accuracy and reliability*. Journal of Academic Writing and Technology, 12(3), 45–60. https://doi.org/10.1234/jawt.2023.123",10.1234/jawt.2023.123
T025_W1_CAUTIOUS__qwen3-14b.txt,"Thorne, J. B., & Joshi, M. (2021). *Automated fact-checking for AI-generated content*. Proceedings of the 15th International Conference on Computational Linguistics, 112–121. https://doi.org/10.1234/col.2021.567",10.1234/col.2021.567
T025_W1_CAUTIOUS__qwen3-14b.txt,"Etches, A., & Day, A. (2022). *AI writing tools and the future of scholarly communication*. Journal of Scholarly Publishing, 53(2), 156–172. https://doi.org/10.1080/00978500.2022.1234567",10.1080/00978500.2022.1234567
T025_W1_CAUTIOUS__qwen3-14b.txt,"Bostrom, N. (2020). *The ethical implications of AI in academic writing*. Ethics and Information Technology, 25(4), 301–312. https://doi.org/10.1007/s10676-020-09540-1",10.1007/s10676-020-09540-1
T025_W1_CAUTIOUS__qwen3-14b.txt,"Kintsch, W. (2023). *Cognitive load in AI-assisted writing: An empirical study*. Cognitive Science Quarterly, 18(1), 22–39.",
T025_W1_CAUTIOUS__qwen3-14b.txt,"Liao, L., & Zhang, Y. (2022). *Human-AI collaboration in academic writing: A case study on citation practices*. AI and Society, 37(4), 889–905. https://doi.org/10.1007/s43075-022-00234-7",10.1007/s43075-022-00234-7
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"The verification of references generated by LLM-assisted writing tools has become an important topic in academic writing and information retrieval. Several studies have explored the accuracy and reliability of such systems, highlighting the potential for errors in citation generation. For instance, research indicates that while LLMs can efficiently generate references, their accuracy often depends on the training data and the specific context in which they are used [1]. Additionally, some studies have noted that the quality of references can vary significantly, with a higher likelihood of erro",
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Smith, J., & Lee, K. (2023). *Evaluating the accuracy of AI-generated citations in academic writing*. Journal of AI in Research, 12(3), 45–67. https://doi.org/10.1234/jair.2023.123",10.1234/jair.2023.123
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, L., & Wang, R. (2022). *Domain-specific challenges in citation generation using large language models*. Proceedings of the International Conference on Information Retrieval, 89–101. https://doi.org/10.1234/icir.2022.456",10.1234/icir.2022.456
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Patel, N., & Gupta, S. (2024). *User perception and recognition of AI-generated citation errors*. ACM Transactions on Information Systems, 42(1), 1–18. https://doi.org/10.1145/1234567.8901234",10.1145/1234567.8901234
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kim, H., & Oh, T. (2023). *The impact of LLMs on academic writing and citation practices*. Journal of Scholarly Communication, 15(2), 23–39.",
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Brown, T., & Davis, M. (2024). *Designing hybrid systems for citation verification in AI-assisted writing*. IEEE Transactions on Learning Technologies, 17(4), 55–70. https://doi.org/10.1109/tlt.2024.1234567",10.1109/tlt.2024.1234567
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhang, Y., & Li, W. (2023). *Manual verification of AI-generated references: A case study in computer science*. Proceedings of the Conference on AI in Education, 112–125.",
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Taylor, R., & White, S. (2022). *AI and the future of scholarly publishing: Opportunities and challenges*. Scholarly Publishing Review, 20(1), 34–50.",
T025_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kumar, A., & Reddy, P. (2024). *Automating citation verification: Can AI help?* Information Processing & Management, 68(5), 113–134. https://doi.org/10.1016/j.ipm.2024.113134",10.1016/j.ipm.2024.113134
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"The use of large language models (LLMs) in writing assistance has gained significant traction in recent years, particularly in academic and professional settings. However, the reliability of references generated by such tools remains a topic of concern. Several studies have investigated the accuracy and completeness of citations produced by LLM-assisted writing systems, highlighting the potential for errors in formatting, source attribution, and content relevance [1]. While these tools can significantly reduce the time required to generate initial references, they often necessitate human inter",
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Biber, D., & Gray, S. (2023). Evaluating the accuracy of citations generated by large language models in academic writing. *Journal of Academic Writing and Technology*, 12(1), 45-67. https://doi.org/10.1234/jawt.2023.012",10.1234/jawt.2023.012
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Liu, Y., & Zhang, H. (2022). The role of human review in citation verification using AI tools. *Proceedings of the International Conference on Artificial Intelligence in Education*, 89-96. https://doi.org/10.1234/aied.2022.089",10.1234/aied.2022.089
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Smith, J., & Brown, T. (2021). Citation errors in LLM-assisted research papers: A case study. *Science and Technology Studies Review*, 15(3), 210-225. https://doi.org/10.5678/stsr.2021.034",10.5678/stsr.2021.034
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Johnson, R., & Lee, K. (2024). Integrating citation verification into AI writing platforms. *Computers & Education*, 205, 104478. https://doi.org/10.1016/j.compedu.2023.104478",10.1016/j.compedu.2023.104478
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Patel, N., & Williams, M. (2023). User training and citation accuracy in AI-assisted academic writing. *Educational Technology Journal*, 19(2), 112-128.",
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, L., & Wang, X. (2022). The impact of AI writing tools on academic writing processes. *Journal of Writing Research*, 14(4), 56-78. https://doi.org/10.1234/jwr.2022.045",10.1234/jwr.2022.045
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Gupta, A., & Kumar, R. (2021). Automatic citation verification using natural language processing. *Proceedings of the Conference on Computational Linguistics and Intelligent Text Processing*, 345-352.",
T025_W3_VERIFY_REPAIR__qwen3-14b.txt,"Davis, P., & Thompson, G. (2023). Assessing the need for human oversight in LLM-generated citations. *AI in Research and Writing*, 7(1), 89-105. https://doi.org/10.1234/airw.2023.007",10.1234/airw.2023.007
T026_W0_DIRECT__qwen3-14b.txt,人工核验大模型生成的引用是当前人工智能辅助科研写作领域中的一个重要研究方向。随着大规模语言模型在论文生成、摘要撰写和文献综述等任务中的广泛应用，其生成的引用内容可能存在准确性不足或来源不可靠的问题，因此需要人工进行验证，以确保引用的权威性、时效性和相关性。已有研究表明，人工核验过程不仅涉及对引用来源的核实，还包括对引用内容的语义匹配和上下文合理性判断[1]。这一过程往往需要研究人员具备较强的文献检索能力和领域知识，从而增加了时间和人力成本。,
T026_W0_DIRECT__qwen3-14b.txt,一些研究尝试量化人工核验的成本与时间。例如，Huang 等人[2]对多个大模型生成的学术论文进行了人工评估，发现每篇论文平均需要 30 分钟以上的时间进行引用核验，且核验过程中研究人员需查阅多个来源以确认信息的正确性。此外，核验成本还与引用数量和复杂性密切相关，引用越多或涉及跨学科内容时，人工核验的工作量显著增加[3]。也有学者探讨了半自动核验工具的使用，如基于自然语言处理的引文匹配系统，以减少人工干预的时间和成本，但这些工具仍无法完全替代人工判断[4]。,
T026_W0_DIRECT__qwen3-14b.txt,尽管自动化方法在不断发展，但目前人工核验仍然是确保引用质量的关键环节。未来的研究需要进一步探索更高效的人机协同核验机制，并评估不同核验策略对引用质量的影响[5]。,
T026_W0_DIRECT__qwen3-14b.txt,"Zhang, Y., et al. (2023). ""Evaluating the Quality of References Generated by Large Language Models in Scientific Writing."" *Journal of Artificial Intelligence Research*, 68, 123–150. https://doi.org/10.1613/jair.12345.",10.1613/jair.12345
T026_W0_DIRECT__qwen3-14b.txt,"Huang, L., Wang, X., & Li, J. (2022). ""A Human Evaluation Framework for References in AI-Generated Research Papers."" *Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing*, 4567–4579. https://doi.org/10.18653/v1/2022.emnlp-main.234.",10.18653/v1/2022.emnlp-main.234
T026_W0_DIRECT__qwen3-14b.txt,"Smith, A., & Johnson, T. (2021). ""The Impact of Reference Count and Complexity on Human Verification Efforts in AI-Generated Texts."" *Computers in Human Behavior*, 123, 106987. https://doi.org/10.1016/j.chb.2021.106987.",10.1016/j.chb.2021.106987
T026_W0_DIRECT__qwen3-14b.txt,"Lee, K., & Park, S. (2020). ""Automated Citation Verification: Challenges and Opportunities in AI-Enhanced Scientific Writing."" *Information Processing & Management*, 78, 102345. https://doi.org/10.1016/j.ipm.2020.102345.",10.1016/j.ipm.2020.102345
T026_W0_DIRECT__qwen3-14b.txt,"Chen, R., et al. (2024). ""Human-in-the-Loop Reference Checking for Large Language Models in Academic Contexts."" *Nature Machine Intelligence*, 6(2), 87–95. https://doi.org/10.1038/s42256-024-00567-3.",10.1038/s42256-024-00567-3
T026_W1_CAUTIOUS__qwen3-14b.txt,人工核验大语言模型生成的引用已成为当前研究中一个重要的质量控制问题。随着大模型在学术写作、内容生成等领域的广泛应用，其生成引用的准确性、相关性和可靠性引起了广泛关注。一些研究指出，大模型在生成引用时可能存在事实性错误、格式不规范或引用来源不可靠等问题，这些问题在学术出版和科研评估中可能带来严重后果[1]。因此，如何有效评估和核验大模型生成的引用内容，成为研究者和机构亟需解决的课题。,
T026_W1_CAUTIOUS__qwen3-14b.txt,已有研究表明，人工核验引用的工作量较大，通常需要对每条引用进行逐条检查，包括验证其是否真实存在于文献数据库中、是否与原文内容相关，以及是否存在格式错误等[2]。此外，核验过程还可能涉及对引用内容的语义理解，增加了时间成本。为了提高核验效率，一些研究尝试引入半自动方法，如通过文献检索系统（如Google Scholar、Crossref）进行快速验证，但仍需人工干预以确保准确性[3]。,
T026_W1_CAUTIOUS__qwen3-14b.txt,尽管自动化工具在引用核验中展现出一定的潜力，但当前大多数方法仍处于初步探索阶段，尤其是针对大语言模型生成的非结构化引用内容[4]。人工核验在特定领域（如自然科学、社会科学）中的适用性也存在差异，需要进一步研究其可行性和效率[5]。此外，关于不同核验方法的成本收益分析仍较为缺乏，尤其在大规模引用生成场景下的操作性评估尚未充分展开[6]。,
T026_W1_CAUTIOUS__qwen3-14b.txt,"Ribeiro, B. T., et al. (2020). ""The rise of large-scale language models: A survey."" *arXiv preprint arXiv:2005.14139*.",
T026_W1_CAUTIOUS__qwen3-14b.txt,"Wang, Y., et al. (2022). ""Evaluating the reliability of references generated by large language models in academic writing."" *Journal of Artificial Intelligence Research*, 71, 1–28. https://doi.org/10.1613/jair.12345",10.1613/jair.12345
T026_W1_CAUTIOUS__qwen3-14b.txt,"Liu, X., et al. (2023). ""Automated reference verification for AI-generated content: A pilot study."" *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing (EMNLP)*.",
T026_W1_CAUTIOUS__qwen3-14b.txt,"Bender, E. M., et al. (2021). ""On the dangers of stochastic parrots: Can language models be too big?"" *Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency (FAccT)*. https://doi.org/10.1145/3442188.3442233",10.1145/3442188.3442233
T026_W1_CAUTIOUS__qwen3-14b.txt,"Smith, J., & Lee, K. (2021). ""Human-in-the-loop validation of AI-generated citations in scientific papers."" *Scientometrics*, 127(4), 3201–3220. https://doi.org/10.1007/s11192-021-03900-9",10.1007/s11192-021-03900-9
T026_W1_CAUTIOUS__qwen3-14b.txt,"Zhang, L., et al. (2024). ""Cost and time analysis of human verification for large language model outputs."" *IEEE Transactions on Computational Social Systems*, 11(2), 567–579. https://doi.org/10.1109/TCSS.2023.3298765",10.1109/TCSS.2023.3298765
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,人工核验大模型生成的引用在当前的研究中是一个重要但尚未被广泛系统性探讨的领域。虽然大模型在生成文本方面表现出色，但其生成的引用常常存在准确性、相关性和完整性方面的问题，这使得人工核验成为确保生成内容可信度的关键步骤。已有研究表明，大模型生成的引用可能包含错误信息、过时数据或与上下文不匹配的内容，因此需要人工干预来校验其正确性 [1]。然而，关于人工核验所需的具体成本和时间，目前的文献中尚无统一的衡量标准。一些研究指出，核验过程通常依赖于专家或领域知识丰富的人员，这导致了较高的时间投入和人力资源成本 [2]。此外，核验的复杂性还与引用内容的领域相关，例如在医学或法律等专业领域，核验所需的时间和专业知识远高于一般性话题 [3]。,
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,尽管已有部分研究关注到核验的重要性，但关于如何量化这一过程的效率和成本，仍缺乏系统分析。例如，人工核验的效率可能受核验者经验、核验任务的规模以及所使用的核验工具等因素影响 [4]。此外，一些研究尝试引入自动化辅助工具来提高核验效率，但这些工具仍处于发展阶段，实际应用效果有限 [5]。因此，目前大模型生成引用的核验仍以人工为主，且成本和时间的评估多为定性分析，缺乏标准化的量化指标 [6]。,
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Smith, J., & Lee, K. (2022). Evaluating the reliability of AI-generated references in academic writing. *Journal of Artificial Intelligence Research*, 45(2), 112–135. https://doi.org/10.1234/jair.2022.045.002",10.1234/jair.2022.045.002
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, L., & Wang, H. (2021). The role of human verification in AI-assisted content generation. *Proceedings of the International Conference on Machine Learning and Natural Language Processing*, 78–92. https://doi.org/10.1234/icmlnlp.2021.008",10.1234/icmlnlp.2021.008
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Patel, R., & Kumar, A. (2023). Domain-specific challenges in verifying AI-generated citations. *Computational Linguistics and AI*, 34(1), 45–62. https://doi.org/10.1234/clai.2023.004",10.1234/clai.2023.004
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhang, Y., & Liu, T. (2020). Manual verification of AI-generated content: A case study in scientific writing. *AI Ethics and Society*, 12(3), 210–225. https://doi.org/10.1234/aies.2020.012.003",10.1234/aies.2020.012.003
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kim, S., & Park, J. (2023). Enhancing reference verification with semi-automated tools. *Natural Language Processing and AI Applications*, 28(4), 567–582. https://doi.org/10.1234/nlpai.2023.028.004",10.1234/nlpai.2023.028.004
T026_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Brown, T., & Davis, M. (2022). Cost and time analysis of human-in-the-loop AI citation validation. *AI Review and Practice*, 15(2), 89–104. https://doi.org/10.1234/airp.2022.015.002",10.1234/airp.2022.015.002
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,近年来，随着大规模语言模型（LLMs）在自然语言处理任务中的广泛应用，其生成内容的准确性和可靠性问题逐渐受到关注。特别是在学术写作和科研领域，模型生成的引用信息常被用于增强论文的可信度和深度，但其潜在的错误或不实信息可能对研究质量造成严重影响。因此，人工核验大模型生成的引用成为保障学术诚信的重要环节。已有研究探讨了LLMs在引用生成方面的性能，例如，研究发现这些模型在生成引用时可能依赖训练数据中的常见模式，导致重复引用或误引未发表文献的现象[1]。此外，部分工作指出，模型生成的引用在格式、作者姓名、出版年份等方面存在不一致或错误，这可能影响文献检索和引用分析的准确性[2]。为了减少这些问题，一些学者提出结合人工核验与自动化工具的方法，以提高核验效率。例如，通过使用文献数据库（如Crossref或PubMed）进行自动核验，可以快速识别引用是否存在或是否与原始文献匹配[3]。然而，人工核验仍然不可或缺，尤其是在处理复杂或高度专业化的引用内容时，人工判断能够更准确地识别语义错误或上下文不匹配问题[4]。已有研究表明，人工核验每个引用大约需要1-3分钟，具体时间取决于引用的复杂程度和核验者的专业知识水平[5]。成本方面，核验工作通常需要研究人员或专业编辑投入时间和精力，因此在大规模应用时可能带来较高的人力成本[6]。尽管自动工具在提升效率方面具有显著优势，但其无法完全替代人工核验，特别是,
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lewis, P., Chen, Y., & Lee, K. (2023). Evaluating the reliability of large language models in generating citations. *Journal of Artificial Intelligence Research*, 68, 123–145. https://doi.org/10.1613/jair.12345",10.1613/jair.12345
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Zhang, L., & Wang, T. (2022). Citation generation and validation in AI-assisted academic writing. *Computers in Human Behavior*, 132, 107234. https://doi.org/10.1016/j.chb.2022.107234",10.1016/j.chb.2022.107234
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Smith, J., & Brown, R. (2021). Automated citation verification using Crossref API. *Library Hi Tech*, 39(3), 456–472. https://doi.org/10.1108/LHT-05-2021-0087",10.1108/LHT-05-2021-0087
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Lee, H., & Kim, S. (2020). Human-in-the-loop validation of AI-generated citations in scientific literature. *Scientometrics*, 123(2), 1123–1140. https://doi.org/10.1007/s11192-020-03456-1",10.1007/s11192-020-03456-1
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Gupta, A., & Patel, R. (2023). Time and cost analysis of citation validation in AI-assisted writing. *Research Evaluation*, 32(1), 56–68. https://doi.org/10.1177/09585176221145678",10.1177/09585176221145678
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, M., & Liu, Y. (2022). The role of human editors in validating AI-generated content. *Journal of Digital Media and Communication*, 20(4), 321–337. https://doi.org/10.1080/14479440.2022.2098765",10.1080/14479440.2022.2098765
T026_W3_VERIFY_REPAIR__qwen3-14b.txt,"Wang, X., & Zhao, Y. (2021). Challenges in citation validation for large language models. *IEEE Transactions on Knowledge and Data Engineering*, 33(8), 3120–3132. https://doi.org/10.1109/TKDE.2021.3067890",10.1109/TKDE.2021.3067890
T027_W0_DIRECT__qwen3-14b.txt,"The impact of language on the reliability of citations generated by large language models (LLMs) in assisted writing has gained increasing attention in recent studies. Research has shown that prompts in different languages can influence the accuracy and consistency of information retrieved and cited by LLMs [1]. For instance, a comparative analysis of citation practices in multilingual settings found that language-specific nuances, such as terminology and formatting conventions, can lead to variations in how sources are identified and referenced [2]. This is particularly relevant in academic w",
T027_W0_DIRECT__qwen3-14b.txt,"Zhang, Y., & Li, X. (2022). Language-specific challenges in LLM-assisted academic writing. *Journal of Artificial Intelligence in Education*, 33(4), 567–585. https://doi.org/10.1007/s40593-022-00560-1",10.1007/s40593-022-00560-1
T027_W0_DIRECT__qwen3-14b.txt,"Smith, J., & Patel, R. (2021). Multilingual citation practices in AI-generated texts. *Proceedings of the International Conference on Computational Linguistics*, 112–120. https://doi.org/10.18653/v1/2021.coling-1",10.18653/v1/2021.coling-1
T027_W0_DIRECT__qwen3-14b.txt,"Lee, H., & Kim, T. (2023). Prompt design and citation accuracy in large language models. *Computers & Education*, 210, 104523. https://doi.org/10.1016/j.compedu.2023.104523",10.1016/j.compedu.2023.104523
T027_W0_DIRECT__qwen3-14b.txt,"Wang, L., & Chen, Z. (2020). Linguistic barriers in AI-assisted scholarly writing. *Language and Computers*, 15(3), 210–228. https://doi.org/10.1016/j.lancom.2020.07.004",10.1016/j.lancom.2020.07.004
T027_W0_DIRECT__qwen3-14b.txt,"Gupta, A., & Brown, M. (2023). User experiences with LLM-based citation tools in non-English contexts. *International Journal of Educational Technology in Higher Education*, 20(1), 1–15. https://doi.org/10.1186/s41039-023-00245-9",10.1186/s41039-023-00245-9
T027_W0_DIRECT__qwen3-14b.txt,"Liu, Q., & Zhao, Y. (2022). Evaluating citation reliability in Chinese LLM-assisted writing. *Proceedings of the Conference on Natural Language Processing in Asia*, 89–97.",
T027_W0_DIRECT__qwen3-14b.txt,"Chen, S., & Zhang, W. (2021). Cross-lingual citation generation: A case study on English and Chinese prompts. *AI & Society*, 36(2), 345–360. https://doi.org/10.1007/s40604-021-00210-6",10.1007/s40604-021-00210-6
T027_W0_DIRECT__qwen3-14b.txt,"Kim, J., & Al-Mubaid, H. (2020). Prompt language and the quality of AI-generated citations. *International Journal of Machine Learning and Computing*, 11(3), 221–227. https://doi.org/10.18178/ijmlc.2020.11.3.967",10.18178/ijmlc.2020.11.3.967
T027_W1_CAUTIOUS__qwen3-14b.txt,"The impact of language on the reliability of citations generated by large language models (LLMs) in assisted writing has gained increasing attention in recent years. Studies have explored how prompts in different languages influence the accuracy and consistency of reference generation, particularly in academic or technical contexts. For instance, some research suggests that language-specific cues and terminology can significantly affect the ability of LLMs to retrieve and format appropriate citations [1]. This is especially relevant in cross-lingual settings, where the presence of equivalent t",
T027_W1_CAUTIOUS__qwen3-14b.txt,"Zhang, Y., & Li, M. (2023). *Language-Specific Prompting and Citation Accuracy in Large Language Models*. Journal of Artificial Intelligence Research, 65, 112–134. https://doi.org/10.1613/jair.12345",10.1613/jair.12345
T027_W1_CAUTIOUS__qwen3-14b.txt,"Smith, J., & Brown, T. (2022). *Comparative Analysis of LLM Citation Generation in English and Non-English Contexts*. Proceedings of the International Conference on Natural Language Processing, 456–463. https://doi.org/10.1145/1234567.8765432",10.1145/1234567.8765432
T027_W1_CAUTIOUS__qwen3-14b.txt,"Lee, K., & Kim, S. (2021). *Cultural Adaptation of Prompts for Improved LLM Performance in Korean Academic Writing*. Computational Linguistics, 47(3), 455–482. https://doi.org/10.1162/coli_a_00456",10.1162/coli_a_00456
T027_W1_CAUTIOUS__qwen3-14b.txt,"Wang, L., Chen, X., & Liu, Y. (2024). *Multilingual LLMs and the Challenges of Citation Style Transfer*. IEEE Transactions on Learning Technologies, 17(2), 210–223. https://doi.org/10.1109/TLT.2024.1234567",10.1109/TLT.2024.1234567
T027_W1_CAUTIOUS__qwen3-14b.txt,"Zhao, H., & Gao, R. (2023). *Citation Reliability in Chinese-LLM Assisted Writing: A Pilot Study*. Chinese Journal of Artificial Intelligence, 12(4), 78–95.",
T027_W1_CAUTIOUS__qwen3-14b.txt,"Gupta, A., & Patel, R. (2022). *Prompt Engineering for Citation Generation in Academic Writing*. ACL 2022 Workshop on AI in Education, 1–8.",
T027_W1_CAUTIOUS__qwen3-14b.txt,"Kim, J., & Park, H. (2021). *Cross-Lingual Citation Generation: A Study of Prompt Translation Effects*. Computational Intelligence, 37(2), 432–450. https://doi.org/10.1111/coin.12345",10.1111/coin.12345
T027_W1_CAUTIOUS__qwen3-14b.txt,"Li, T., & Chen, Z. (2023). *The Role of Training Data in Citation Accuracy for Chinese Prompted LLMs*. arXiv preprint arXiv:2304.01234.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Recent studies have explored the impact of language on the reliability of citations generated by large language models (LLMs) in academic writing. One such study found that prompts in different languages can significantly influence the accuracy and relevance of cited sources, as the model's training data and linguistic nuances vary across languages [1]. Specifically, Chinese prompts may lead to different citation behaviors compared to English prompts due to differences in how information is structured and accessed in multilingual LLMs [2]. Another investigation highlighted that while English p",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Li, Y., & Zhang, X. (2023). Language-specific prompt effects on citation accuracy in LLM-assisted academic writing. *Journal of AI in Education*, 12(3), 45-60. https://doi.org/10.1234/jaied.2023.123",10.1234/jaied.2023.123
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, L., Wang, H., & Liu, J. (2022). Multilingual LLMs and citation reliability: A comparative study. *Proceedings of the International Conference on Computational Linguistics*, 112-125. https://doi.org/10.1234/iccl.2022.456",10.1234/iccl.2022.456
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhao, M., & Sun, T. (2023). Differences in citation generation between Chinese and English prompts in LLM-assisted writing. *Language and Technology Review*, 8(2), 89-105.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Xu, R., & Zhao, Y. (2021). Prompt language and citation generation in AI writing tools. *AI and Society Journal*, 10(4), 210-225.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Liu, Z., & Huang, W. (2024). Trust and citation reliability in LLM-assisted writing across languages. *International Journal of Academic Writing*, 15(1), 34-48.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Wang, Y., Li, X., & Zhang, Q. (2023). Training data exposure and citation accuracy in multilingual LLMs. *Computational Linguistics in Practice*, 9(3), 112-128.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhang, P., & Chen, D. (2023). Hybrid prompting strategies for improved citation reliability in LLM-assisted writing. *Proceedings of the Global AI Writing Conference*, 67-82.",
T027_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhao, T., & Liu, K. (2022). Toward reliable citations: A study of prompt language and domain specificity in LLMs. *Journal of Artificial Intelligence Research*, 7(2), 156-173.",
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"The impact of language on the reliability of citations generated by large language models (LLMs) in assisted writing has gained increasing attention in recent studies. Research indicates that the language in which prompts are presented can influence the accuracy and consistency of citations produced by LLMs, particularly in academic or technical contexts [1]. For example, studies have shown that prompts in English may lead to more standardized citation formats due to the widespread use of English in global scholarly communication, whereas Chinese prompts might result in variations in citation ",
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Li, Y., Zhang, X., & Wang, H. (2023). Language-specific citation patterns in large language model outputs. *Journal of Digital Humanities*, 12(3), 45–60. https://doi.org/10.1234/jdh.2023.03.01",10.1234/jdh.2023.03.01
T027_W3_VERIFY_REPAIR__qwen3-14b.txt,"Smith, J., & Lee, K. (2022). Cross-lingual citation accuracy in AI-generated academic texts. *Proceedings of the International Conference on Artificial Intelligence in Education*, 112–119. https://doi.org/10.1109/AIED.2022.1234567",10.1109/AIED.2022.1234567
