source,ref_text,doi,verify_source,verify_title,verify_year,doi_resolves,status
T017_W3_VERIFY_REPAIR__deepseek-chat.txt,"M. R. S. R. A. A. H. J. A. Al-Garadi, A. Al-Ali, and M. A. S. Al-Mutawa, ""Comparing manual and LLM-assisted systematic literature reviews: A time-efficiency and quality analysis,"" *Scientometrics*, vo",10.1007/s11192-024-04921-y,unresolved,,,,unresolved
T018_W0_DIRECT__deepseek-chat.txt,"Wagner, G., Lukyanenko, R., & Paré, G. (2022). Artificial intelligence and the conduct of literature reviews. *Journal of Information Technology*, 37(2), 189-205. DOI: 10.1177/02683962211048201",10.1177/02683962211048201,crossref,Artificial intelligence and the conduct of literature reviews,2021,,resolved
T018_W0_DIRECT__deepseek-chat.txt,"Bannach-Brown, A., Przybyła, P., Thomas, J., Rice, A. S. C., Ananiadou, S., Liao, J., & Macleod, M. R. (2019). Machine learning algorithms for systematic review: reducing workload in a pre-clinical re",10.1186/s13643-019-0942-7,crossref,Machine learning algorithms for systematic review: reducing workload in a preclinical review of animal studies and reducing human screening error,2019,,resolved
T018_W0_DIRECT__deepseek-chat.txt,"Wang, S., Scells, H., Koopman, B., & Zuccon, G. (2023). Can ChatGPT write a good systematic review? Evaluating large language models for automated evidence synthesis. *arXiv preprint*. DOI: 10.48550/a",10.48550/arXiv.2310.01825,openalex,Empirical Study of PEFT techniques for Winter Wheat Segmentation,2023,,resolved
T018_W0_DIRECT__deepseek-chat.txt,"Chen, Q., & Eysenbach, G. (2023). Large language models in medical and health research: a scoping review. *Journal of Medical Internet Research*, 25, e51011. DOI: 10.2196/51011",10.2196/51011,unresolved,,,,unresolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Luo, Z., et al. (2024). EvidenceGPT: A large language model for automated evidence extraction from clinical trial reports. *Journal of Biomedical Informatics*, 150, 104602. DOI: 10.1016/j.jbi.2024.104",10.1016/j.jbi.2024.104602,crossref,Multi-view representation learning for tabular data integration using inter-feature relationships,2024,,resolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Kumar, S., et al. (2022). Scite: A smart citation index that displays the context of citations and classifies their intent. *Journal of the Association for Information Science and Technology*, 73(6), ",10.1002/asi.24607,crossref,Cover Image,2021,,resolved
T018_W0_DIRECT__deepseek-chat.txt,"Zhang, Y., & Wang, L. (2024). Bias and fairness in large language models for evidence synthesis: a critical review. *Annual Review of Biomedical Data Science*, 7, 1-18. DOI: 10.1146/annurev-biodatasci",10.1146/annurev-biodatasci-102423-092345,unresolved,,,,unresolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Wang, Q., et al. (2023). Elicit: AI for research. *Nature*, 619(7970), 223–224. DOI: 10.1038/d41586-023-01977-3",10.1038/d41586-023-01977-3,unresolved,,,,unresolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Beltagy, I., Lo, K., & Cohan, A. (2019). SPECTER: Document-level representation learning using citation-informed transformers. *Proceedings of the 58th Annual Meeting of the Association for Computatio",10.18653/v1/2020.acl-main.207,crossref,SPECTER: Document-level Representation Learning using Citation-informed Transformers,2020,,resolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Gao, Y., et al. (2023). Can ChatGPT automate systematic reviews? A comparative study with human reviewers. *Journal of Clinical Epidemiology*, 164, 1–9. DOI: 10.1016/j.jclinepi.2023.10.001",10.1016/j.jclinepi.2023.10.001,crossref,Operationalizing the GRADE-equity criterion to inform guideline recommendations: application to a medical cannabis guideline,2024,,resolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Brown, T., & Patel, R. (2024). Generative AI for Systematic Review Synthesis: Capabilities and Limitations. *Research Synthesis Methods*, 15(1), 45-62. DOI: 10.1002/jrsm.1650.",10.1002/jrsm.1650,crossref,Calculating the power of a planned individual participant data meta‐analysis of randomised trials to examine a treatment‐covariate interaction with a time‐to‐event outcome,2023,,resolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Garcia, M., & Liu, X. (2023). Structuring Narrative Reviews with Topic Clustering and Causal Extraction via LLMs. *Digital Scholarship in the Humanities*, 38(3), 1120-1138. DOI: 10.1093/llc/fqad045.",10.1093/llc/fqad045,crossref,A methodology for building domain ontology of cultural heritage,2023,,resolved
T018_W1_CAUTIOUS__deepseek-chat.txt,"Tay, W., et al. (2023). Large language models for systematic review automation: A case study in title/abstract screening and data extraction. *Systematic Reviews*, 12(1), 145. DOI: 10.1186/s13643-023-",10.1186/s13643-023-02321-y,unresolved,,,,unresolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J., & Lee, K. (2024). A Retrieval-Augmented Generation Framework for Automated Literature Summarization. *Journal of Information Science*, 50(2), 215-230. DOI: 10.1177/01655515231190012.",10.1177/01655515231190012,unresolved,,,,unresolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Davis, A., & Zhao, Q. (2023). Human-AI Collaboration in Literature Review Writing: Efficiency Gains and Epistemic Risks. *Proceedings of the ACM Conference on Human Factors in Computing Systems (CHI)*",10.1145/3544548.3581023,crossref,Supporting Novices Author Audio Descriptions via Automatic Feedback,2023,,resolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Cohan, A., Dernoncourt, F., Kim, D. S., Bui, T., Kim, S., Chang, W., & Goharian, N. (2018). A Discourse-Aware Attention Model for Abstractive Summarization of Long Documents. *Proceedings of the 2018 ",10.18653/v1/N18-1056,crossref,Robust Cross-Lingual Hypernymy Detection Using Dependency Context,2018,,resolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, Y., Chen, L., & Zhang, H. (2023). Large Language Models for Relevance Assessment in Interdisciplinary Literature Search. *Scientometrics*, 128(4), 987-1005. DOI: 10.1007/s11192-023-04715-8.",10.1007/s11192-023-04715-8,unresolved,,,,unresolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Gao, Y., Myers, S., Nye, B., & Weng, C. (2023). Evaluating Large Language Models for Evidence Synthesis in Clinical Research. *Journal of the American Medical Informatics Association*, 30(12), 2074–20",10.1093/jamia/ocad191,crossref,Early experiences of integrating an artificial intelligence-based diagnostic decision support system into radiology settings: a qualitative study,2023,,resolved
T018_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kim, S., & O’Brien, J. (2024). Automating Evidence Quality Assessment: A Large Language Model Approach to Study Design and Bias Detection. *Journal of Clinical Epidemiology*, 168, 111-125. DOI: 10.101",10.1016/j.jclinepi.2024.111125,unresolved,,,,unresolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Kunnath, S. K., Suleiman, A., & Riedel, S. (2023). Can Large Language Models Automate Systematic Review Flow Diagrams? A Comparative Study. *Proceedings of the 22nd Workshop on Biomedical Natural Lang",10.18653/v1/2023.bionlp-1.12,openalex,How Much do Knowledge Graphs Impact Transformer Models for Extracting Biomedical Events?,2023,,resolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Huang, T., Zhang, R., & Chen, H. (2024). Interactive Evidence Synthesis with Large Language Models: A Human-in-the-Loop Approach. *Nature Computational Science*, 4(3), 198–209. DOI: 10.1038/s43588-024",10.1038/s43588-024-00615-2,unresolved,,,,unresolved
T019_W0_DIRECT__deepseek-chat.txt,"Ji, Z., Lee, N., Frieske, R., Yu, T., Su, D., Xu, Y., ... & Fung, P. (2023). Survey of hallucination in natural language generation. *ACM Computing Surveys*, 55(12), 1-38. DOI: 10.1145/3571730",10.1145/3571730,crossref,Survey of Hallucination in Natural Language Generation,2023,,resolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wang, Z., Liu, Y., & Li, J. (2024). Retrieval-Augmented Generation for Automated Literature Review: A Framework with Citation Verification. *arXiv preprint arXiv:2405.12345*. DOI: 10.48550/arXiv.2405.",10.48550/arXiv.2405.12345,doi_resolves_only,,,,resolved
T018_W3_VERIFY_REPAIR__deepseek-chat.txt,"Bommasani, R., Hudson, D. A., Adeli, E., Altman, R., Arora, S., von Arx, S., ... & Liang, P. (2021). On the Opportunities and Risks of Foundation Models. *arXiv preprint arXiv:2108.07258*. DOI: 10.485",10.48550/arXiv.2108.07258,openalex,On the Opportunities and Risks of Foundation Models,2021,,resolved
T019_W0_DIRECT__deepseek-chat.txt,"Mielke, S. J., Szlam, A., Dinan, E., & Weston, J. (2022). Reducing conversational agents' overconfidence through linguistic calibration. *Proceedings of the 2022 Conference of the North American Chapt",10.18653/v1/2022.naacl-main.202,crossref,Enhancing Knowledge Selection for Grounded Dialogues via Document Semantic Graphs,2022,,resolved
T019_W0_DIRECT__deepseek-chat.txt,"Lin, S., Hilton, J., & Evans, O. (2022). Teaching models to express their uncertainty in words. *Transactions on Machine Learning Research*. DOI: 10.48550/arXiv.2205.14334",10.48550/arXiv.2205.14334,openalex,Teaching Models to Express Their Uncertainty in Words,2022,,resolved
T019_W0_DIRECT__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-augmented generation for knowledge-intensive NLP tasks. *Advances in Neural Information Proce",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T019_W0_DIRECT__deepseek-chat.txt,"Si, C., Zhong, Z., Xu, Y., Liu, J., & Sun, M. (2023). Prompting to reduce hallucination in large language models. *Proceedings of the 61st Annual Meeting of the Association for Computational Linguisti",10.48550/arXiv.2302.11382,openalex,A Prompt Pattern Catalog to Enhance Prompt Engineering with ChatGPT,2023,,resolved
T019_W1_CAUTIOUS__deepseek-chat.txt,"Ji, Z., Lee, N., Frieske, R., Yu, T., Su, D., Xu, Y., ... & Fung, P. (2023). Survey of hallucination in natural language generation. *ACM Computing Surveys*, 55(12), 1–38. DOI: 10.1145/3571730",10.1145/3571730,crossref,Survey of Hallucination in Natural Language Generation,2023,,resolved
T019_W1_CAUTIOUS__deepseek-chat.txt,"Zhou, K., Jurafsky, D., & Hashimoto, T. (2023). Navigating the grey area: How expressions of uncertainty and overconfidence affect language models. *Proceedings of the 2023 Conference on Empirical Met",10.18653/v1/2023.emnlp-main.336,crossref,Elaborative Simplification as Implicit Questions Under Discussion,2023,,resolved
T019_W1_CAUTIOUS__deepseek-chat.txt,"Roediger, H. L., & McDermott, K. B. (1995). Creating false memories: Remembering words not presented in lists. *Journal of Experimental Psychology: Learning, Memory, and Cognition*, 21(4), 803–814. DO",10.1037/0278-7393.21.4.803,crossref,Creating false memories: Remembering words not presented in lists.,1995,,resolved
T019_W1_CAUTIOUS__deepseek-chat.txt,"Miao, S., Liang, C., & Su, K. (2024). Instruction-based hallucination mitigation for large language models. *Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics*, 1",10.18653/v1/2024.acl-long.59,crossref,An Information Bottleneck Perspective for Effective Noise Filtering on Retrieval-Augmented Generation,2024,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J., & Lee, K. (2023). Reducing factual errors in LLMs through uncertainty prompting. *Proceedings of the Conference on Empirical Methods in Natural Language Processing*, 112-123. DOI: 10.18653/",10.18653/v1/2023.emnlp-main.12,crossref,Sparse Universal Transformer,2023,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, L., & Wang, Y. (2024). Calibrating confidence: How explicit uncertainty reduces hallucination in QA systems. *Journal of Artificial Intelligence Research*, 79, 455-478. DOI: 10.1613/jair.1.15001",10.1613/jair.1.15001,crossref,Improving Resource Allocations by Sharing in Pairs,2023,,resolved
T019_W0_DIRECT__deepseek-chat.txt,"Zhang, Y., Wang, Z., & Sun, M. (2023). The fragility of prompt-based controls in LLMs: A case study on uncertainty estimation. *arXiv preprint arXiv:2306.13014*. DOI: 10.48550/arXiv.2306.13014",10.48550/arXiv.2306.13014,doi_resolves_only,,,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Garcia, P., & Brown, T. (2024). Prompting for truth: Reducing fabricated citations in LLM-generated technical writing. *ACL 2024*, 88-102. DOI: 10.18653/v1/2024.acl-long.8",10.18653/v1/2024.acl-long.8,crossref,A Unified Temporal Knowledge Graph Reasoning Model Towards Interpolation and Extrapolation,2024,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kim, S., & Davis, O. (2023). The effect of model scale on uncertainty instruction effectiveness. *Transactions of the Association for Computational Linguistics*, 11, 678-693. DOI: 10.1162/tacl_a_00567",10.1162/tacl_a_00567,crossref,How Much Do Language Models Copy From Their Training Data? Evaluating Linguistic Novelty in Text Generation Using RAVEN,2023,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Zhang, M. (2023). Uncertainty-aware fine-tuning for reliable language model outputs. *NeurIPS 2023*, 36, 2345-2358. DOI: 10.5555/3641576.3641712",10.5555/3641576.3641712,unresolved,,,,unresolved
T019_W3_VERIFY_REPAIR__deepseek-chat.txt,"Zhou, K., Jurafsky, D., & Hashimoto, T. (2023). Navigating the Grey Area: How Expressions of Uncertainty and Overconfidence Affect Language Models. *Proceedings of the 2023 Conference on Empirical Met",10.18653/v1/2023.emnlp-main.335,crossref,Navigating the Grey Area: How Expressions of Uncertainty and Overconfidence Affect Language Models,2023,,resolved
T019_W3_VERIFY_REPAIR__deepseek-chat.txt,"Ji, Z., Lee, N., Frieske, R., Yu, T., Su, D., Xu, Y., ... & Fung, P. (2023). Survey of Hallucination in Natural Language Generation. *ACM Computing Surveys*, 55(12), 1–38. DOI: 10.1145/3571730",10.1145/3571730,crossref,Survey of Hallucination in Natural Language Generation,2023,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Johnson, M., & Lee, C. (2023). A taxonomy of hallucination mitigation strategies in large language models. *Computational Linguistics*, 49(4), 789-823. DOI: 10.1162/coli_a_00498",10.1162/coli_a_00498,openalex,The Role of Typological Feature Prediction in NLP and Linguistics,2023,,resolved
T019_W3_VERIFY_REPAIR__deepseek-chat.txt,"Lin, S., Hilton, J., & Evans, O. (2022). Teaching Models to Express Their Uncertainty in Words. *Transactions on Machine Learning Research* (TMLR), 2022. DOI: 10.48550/arXiv.2205.14334",10.48550/arXiv.2205.14334,openalex,Teaching Models to Express Their Uncertainty in Words,2022,,resolved
T019_W3_VERIFY_REPAIR__deepseek-chat.txt,"Liu, N. F., Lin, K., Hewitt, J., Paranjape, A., Bevilacqua, M., Petroni, F., & Liang, P. (2024). Lost in the Middle: How Language Models Use Long Contexts. *Transactions of the Association for Computa",10.1162/tacl_a_00638,crossref,Lost in the Middle: How Language Models Use Long Contexts,2024,,resolved
T019_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Nguyen, H., & Miller, A. (2024). The cost of caution: How uncertainty prompts reduce completeness in LLM answers. *Proceedings of the 2024 Conference on Neural Information Processing Systems*, 37, 901",10.5555/3641576.3641823,unresolved,,,,unresolved
T020_W0_DIRECT__deepseek-chat.txt,"Shuster, K., Xu, J., Komeili, M., et al. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. *Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing (",10.18653/v1/2021.emnlp-main.77,crossref,Contextualized Query Embeddings for Conversational Search,2021,,resolved
T019_W3_VERIFY_REPAIR__deepseek-chat.txt,"Mündler, N., He, J., Jenks, S., & Vechev, M. (2024). Self-Contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation. *Proceedings of the 12th International Conference",10.48550/arXiv.2305.15852,openalex,"Self-contradictory Hallucinations of Large Language Models: Evaluation, Detection and Mitigation",2023,,resolved
T020_W0_DIRECT__deepseek-chat.txt,"Petroni, F., Piktus, A., Fan, A., et al. (2020). KILT: a Benchmark for Knowledge Intensive Language Tasks. *Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics (ACL",10.18653/v1/2021.acl-long.197,crossref,Self-Guided Contrastive Learning for BERT Sentence Representations,2021,,resolved
T020_W0_DIRECT__deepseek-chat.txt,"Miao, S., Liang, C., & Su, J. (2023). Uncertainty-Aware Fact-Checking for Reducing Hallucinated References in Large Language Models. *Proceedings of the 2023 Conference on Empirical Methods in Natural",10.18653/v1/2023.emnlp-main.72,crossref,Target-oriented Proactive Dialogue Systems with Personalization: Problem Formulation and Dataset Curation,2023,,resolved
T020_W0_DIRECT__deepseek-chat.txt,"Kadavath, S., Conerly, T., Askell, A., et al. (2022). Language Models (Mostly) Know What They Know. *arXiv preprint arXiv:2207.05221*. DOI: 10.48550/arXiv.2207.05221",10.48550/arXiv.2207.05221,openalex,Language Models (Mostly) Know What They Know,2022,,resolved
T020_W0_DIRECT__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., et al. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Processing Systems (NeurIPS)*, 33, 9459–9474. DOI: 10",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T020_W1_CAUTIOUS__deepseek-chat.txt,"Nakano, R., Hilton, J., Balaji, S., et al. (2021). WebGPT: Browser-assisted question-answering with human feedback. *arXiv preprint*. DOI: 10.48550/arXiv.2112.09332",10.48550/arXiv.2112.09332,openalex,WebGPT: Browser-assisted question-answering with human feedback,2021,,resolved
T020_W0_DIRECT__deepseek-chat.txt,"注：此处可补充一条中文文献，如：张伟, 李明, 王芳. (2024). 基于置信度感知的生成式语言模型引用幻觉抑制方法. *计算机学报*, 47(3), 567–580. DOI: 10.11897/SP.J.1016.2024.00567",10.11897/SP.J.1016.2024.00567,unresolved,,,,unresolved
T020_W1_CAUTIOUS__deepseek-chat.txt,"Kadavath, S., Conerly, T., Askell, A., et al. (2022). Language Models (Mostly) Know What They Know. *arXiv preprint*. DOI: 10.48550/arXiv.2207.05221",10.48550/arXiv.2207.05221,openalex,Language Models (Mostly) Know What They Know,2022,,resolved
T020_W1_CAUTIOUS__deepseek-chat.txt,"Baan, J., Aziz, W., van der Plas, L., et al. (2023). Stop! That’s Not the Right Answer: Using Model Uncertainty to Avoid Hallucinated References. *Proceedings of the 61st Annual Meeting of the Associa",10.18653/v1/2023.acl-long.123,crossref,MoralDial: A Framework to Train and Evaluate Moral Dialogue Systems via Moral Discussions,2023,,resolved
T020_W1_CAUTIOUS__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., et al. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Processing Systems*, 33, 9459–9474. DOI: 10.48550/arX",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Shuster, K., Poff, S., Chen, M., et al. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. Findings of the Association for Computational Linguistics: EMNLP 2021, 3784-3803. DOI: 10.",10.18653/v1/2021.findings-emnlp.320,crossref,Retrieval Augmentation Reduces Hallucination in Conversation,2021,,resolved
T020_W1_CAUTIOUS__deepseek-chat.txt,"Menick, J., Tremblay, M., Baroni, M., et al. (2022). Teaching language models to support answers with verified quotes. *arXiv preprint*. DOI: 10.48550/arXiv.2203.11147",10.48550/arXiv.2203.11147,openalex,Teaching language models to support answers with verified quotes,2022,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhou, C., Neubig, G., Gu, J., et al. (2023). Detecting Hallucinations in Large Language Models Using Uncertainty. Proceedings of the 61st Annual Meeting of the Association for Computational Linguistic",10.18653/v1/2023.acl-long.65,crossref,Improving Continual Relation Extraction by Distinguishing Analogous Semantics,2023,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Manakul, P., Liusie, A., Gales, M. (2023). SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models. Proceedings of the 2023 Conference on Empirical Methods i",10.18653/v1/2023.emnlp-main.557,crossref,SelfCheckGPT: Zero-Resource Black-Box Hallucination Detection for Generative Large Language Models,2023,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Rashkin, H., Nikolaev, D., Lamm, M., et al. (2021). Measuring Attribution in Natural Language Generation Models. Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics",10.18653/v1/2021.acl-long.43,crossref,Learning Relation Alignment for Calibrated Cross-modal Retrieval,2021,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Dziri, N., Madotto, A., Zaiane, O., et al. (2022). Neural Path Hunter: Reducing Hallucination in Dialogue Systems via Path Grounding. Proceedings of the 2022 Conference on Empirical Methods in Natural",10.18653/v1/2022.emnlp-main.580,crossref,Revisiting DocRED - Addressing the False Negative Problem in Relation Extraction,2022,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Shuster, K., Poff, S., Chen, M., Kiela, D., & Weston, J. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. In Findings of the Association for Computational Linguistics: EMNLP 2021 ",10.18653/v1/2021.findings-emnlp.320,crossref,Retrieval Augmentation Reduces Hallucination in Conversation,2021,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Wadden, D., Lo, K., Wang, L. L., Cohan, A., & Kohlmeier, S. (2024). Can Large Language Models Generate Accurate and Faithful Biomedical References? A Systematic Evaluation. In Proceedings of the 2024 ",10.18653/v1/2024.emnlp-main.1,crossref,UniGen: Universal Domain Generalization for Sentiment Classification via Zero-shot Dataset Generation,2024,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Min, S., Krishna, K., Lyu, X., Lewis, M., Yih, W. T., Koh, P. W., ... & Hajishirzi, H. (2023). FactScore: Fine-grained Atomic Evaluation of Factual Precision in Long-form Text Generation. In Proceedin",10.18653/v1/2023.emnlp-main.740,crossref,Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration,2023,,resolved
T020_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., et al. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. Advances in Neural Information Processing Systems, 33, 9459-9474. DOI: 10.48550/arXiv",10.48550/arXiv.2005.11401,doi_resolves_only,,,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Gao, L., Dai, Z., Pasupat, P., Chen, D., & Van Durme, B. (2023). RARR: Researching and Revising What Language Models Say, Using Language Models. In Proceedings of the 61st Annual Meeting of the Associ",10.18653/v1/2023.acl-long.92,crossref,DaMSTF: Domain Adversarial Learning Enhanced Meta Self-Training for Domain Adaptation,2023,,resolved
T021_W0_DIRECT__deepseek-chat.txt,"C. Menghini, A. R. S. R. Kumar, and J. Leskovec, “Detecting hallucinated citations in language model outputs,” in *Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processin",10.18653/v1/2023.emnlp-main.276,crossref,"Out-of-Distribution Generalization in Natural Language Processing: Past, Present, and Future",2023,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Kadavath, S., Conerly, T., Askell, A., Henighan, T., Drain, D., Perez, E., ... & Kaplan, J. (2022). Language Models (Mostly) Know What They Know. arXiv preprint arXiv:2207.05221. https://doi.org/10.48",10.48550/arXiv.2207.05221,openalex,Language Models (Mostly) Know What They Know,2022,,resolved
T020_W3_VERIFY_REPAIR__deepseek-chat.txt,"Li, X., Zhang, T., Dong, Y., Wang, Z., & Chen, H. (2023). Evaluating and Mitigating False Citations in Large Language Model Generated Text. arXiv preprint arXiv:2310.12345. https://doi.org/10.48550/ar",10.48550/arXiv.2310.12345,openalex,ClusT3: Information Invariant Test-Time Training,2023,,resolved
T021_W0_DIRECT__deepseek-chat.txt,"L. Chen, Y. He, and M. A. Q. Zhou, “DOI verification as a robust baseline for citation hallucination detection,” in *Proceedings of the 2024 ACM SIGIR Conference on Research and Development in Informa",10.1145/3626772.3657834,crossref,The Power of Noise: Redefining Retrieval for RAG Systems,2024,,resolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Scells, H., Zuccon, G., Koopman, B., & Clark, J. (2023). A systematic approach to detecting fabricated references in large language model outputs. *Journal of the Association for Information Science a",10.1002/asi.24772,crossref,Issue Information,2023,,resolved
T021_W0_DIRECT__deepseek-chat.txt,"Y. Zhang, T. K. Huang, and J. M. Park, “Leveraging citation context and metadata for hallucination detection,” in *Findings of the Association for Computational Linguistics: NAACL 2024*, 2024, pp. 215",10.18653/v1/2024.findings-naacl.15,crossref,VLUE: A New Benchmark and Multi-task Knowledge Transfer Learning for Vietnamese Natural Language Understanding,2024,,resolved
T021_W0_DIRECT__deepseek-chat.txt,"P. Walters and B. Wilder, “Metadata-driven detection of citation hallucinations in scientific text generation,” *Journal of Informetrics*, vol. 18, no. 2, art. 101512, 2024. DOI: 10.1016/j.joi.2024.10",10.1016/j.joi.2024.101512,unresolved,,,,unresolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Walters, W. H., & Wilder, E. I. (2023). Fabrication and errors in the bibliographic references generated by ChatGPT. *Learned Publishing*, 36(4), 605–615. DOI: 10.1002/leap.1574",10.1002/leap.1574,crossref,Publication and collaboration anomalies in academic papers originating from a paper mill: Evidence from a Russia‐based paper mill,2023,,resolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Athaluri, S. A., Manthena, S. V., Kesapragada, V. S. R. K., Yarlagadda, V. K., Dave, T., & Duddumpudi, R. T. S. (2023). Exploring the boundaries of reality: A systematic review of fabricated reference",10.7759/cureus.43215,crossref,Challenges Assessment in Endodontics Among Undergraduate Students,2023,,resolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Li, J., Zhang, Y., & Wang, X. (2024). Context-aware citation hallucination detection using large language models. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processin",10.18653/v1/2024.emnlp-main.87,crossref,Advancing Event Causality Identification via Heuristic Semantic Dependency Inquiry Network,2024,,resolved
T021_W0_DIRECT__deepseek-chat.txt,"R. Liu and A. Singh, “Fine-grained metadata features for detecting fabricated references in LLM outputs,” *Scientometrics*, vol. 129, no. 5, pp. 2789–2810, 2024. DOI: 10.1007/s11192-024-05012-3.",10.1007/s11192-024-05012-3,unresolved,,,,unresolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Salsabila, N. A., Rahmi, R., & Wibisono, Y. (2024). A multi-field verification framework for detecting citation hallucinations in large language models. *Proceedings of the 2024 ACM/IEEE Joint Confere",10.1145/3677389.3677394,unresolved,,,,unresolved
T021_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, J., & Lee, K. (2023). Detecting fabricated citations: A field-level analysis. Journal of Bibliometrics, 17(2), 45-60. DOI: 10.1016/j.jb.2023.01.005",10.1016/j.jb.2023.01.005,unresolved,,,,unresolved
T021_W1_CAUTIOUS__deepseek-chat.txt,"Day, M. (2024). Efficient hallucination detection in citation lists using year and author filters. *Scientometrics*, 129(2), 987–1001. DOI: 10.1007/s11192-023-04896-8",10.1007/s11192-023-04896-8,unresolved,,,,unresolved
T021_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Chen, L., & Patel, R. (2022). DOI validation as a tool for identifying hallucinated references. Proceedings of the 15th International Conference on Information Science, 112-119. DOI: 10.1145/3512345.3",10.1145/3512345.3512367,unresolved,,,,unresolved
T021_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Garcia, M., & Wang, Y. (2023). The unreliability of venue metadata in detecting citation hallucinations. Library & Information Science Research, 45(3), 101-115. DOI: 10.1016/j.lisr.2023.101234",10.1016/j.lisr.2023.101234,crossref,“They care enough to document people's stories”: Using ethnographic methods to understand collection day outreach events in participatory archives,2023,,resolved
T021_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Kim, S., & Brown, T. (2024). Title and author surname: A simple yet effective combination for citation verification. Scientometrics, 129(1), 89-104. DOI: 10.1007/s11192-023-04890-2",10.1007/s11192-023-04890-2,unresolved,,,,unresolved
